,WMO_WIND_IN_24H
14161,35.0
14162,34.0
14163,33.0
14164,31.5
14165,30.0
14166,45.0
14167,45.0
14168,45.0
14169,45.0
14170,45.0
14171,45.0
14172,45.0
14173,45.0
14174,47.5
14175,50.0
14176,52.5
14177,55.0
14178,57.5
14179,60.0
14180,60.0
14181,60.0
14182,65.0
14183,70.0
14184,77.5
14185,85.0
14186,95.0
14187,105.0
14188,107.5
14189,110.0
14190,102.5
14191,95.0
14192,90.0
14193,85.0
14194,80.0
14195,75.0
14196,70.0
14197,65.0
14198,61.5
14199,58.0
14200,55.0
14201,52.0
14202,51.0
14203,50.0
14204,47.5
14205,45.0
14206,44.0
14207,43.0
14208,41.5
14209,40.0
14210,37.5
14211,35.0
14212,35.0
14213,35.0
14214,32.5
14215,30.0
14216,30.0
14217,30.0
14218,32.5
14219,35.0
14220,36.5
14221,38.0
14222,37.5
14223,37.0
14224,36.0
14225,35.0
14226,35.0
14227,35.0
14228,37.5
14229,40.0
14230,40.0
14231,40.0
14232,39.0
14233,38.0
14234,37.5
14235,37.0
14236,36.0
14237,35.0
14238,35.0
14239,35.0
14240,34.5
14241,34.0
14242,33.5
14243,33.0
14244,32.5
14245,32.0
14246,31.0
14247,30.0
14248,30.0
14249,30.0
14250,95.0
14251,95.0
14252,95.0
14253,95.0
14254,92.5
14255,90.0
14256,90.0
14257,90.0
14258,86.875
14259,83.75
14260,80.625
14261,77.5
14262,74.375
14263,71.25
14264,68.125
14265,65.0
14266,62.5
14267,60.0
14268,57.5
14269,55.0
14270,52.5
14271,50.0
14272,50.0
14273,50.0
14274,50.0
14275,50.0
14276,50.0
14277,50.0
14278,55.0
14279,60.0
14280,62.5
14281,65.0
14282,67.5
14283,70.0
14284,75.0
14285,80.0
14286,80.0
14287,80.0
14288,82.5
14289,85.0
14290,87.5
14291,90.0
14292,90.0
14293,90.0
14294,95.0
14295,100.0
14296,107.5
14297,115.0
14298,120.0
14299,125.0
14300,130.0
14301,135.0
14302,140.0
14303,145.0
14304,145.0
14305,145.0
14306,147.5
14307,150.0
14308,150.0
14309,150.0
14310,140.0
14311,130.0
14312,120.0
14313,110.0
14314,110.0
14315,110.0
14316,110.0
14317,110.0
14318,107.5
14319,105.0
14320,100.0
14321,95.0
14322,95.0
14323,95.0
14324,90.0
14325,85.0
14326,85.0
14327,85.0
14328,85.0
14329,85.0
14330,85.0
14331,85.0
14332,80.0
14333,75.0
14334,70.0
14335,65.0
14336,62.5
14337,60.0
14338,57.5
14339,55.0
14340,52.5
14341,50.0
14342,47.5
14343,45.0
14344,45.0
14345,45.0
14346,45.0
14347,45.0
14348,45.0
14349,45.0
14350,42.5
14351,40.0
14352,40.0
14353,40.0
14354,40.0
14355,107.5
14356,105.0
14357,95.0
14358,85.0
14359,77.5
14360,70.0
14361,61.0
14362,52.0
14363,48.5
14364,45.0
14365,45.0
14366,45.0
14367,47.5
14368,50.0
14369,52.5
14370,55.0
14371,57.5
14372,60.0
14373,61.5
14374,63.0
14375,59.0
14376,55.0
14377,52.5
14378,50.0
14379,47.5
14380,45.0
14381,42.5
14382,40.0
14383,38.5
14384,37.0
14385,35.0
14386,33.0
14387,30.5
14388,28.0
14389,27.5
14390,27.0
14391,26.0
14392,25.0
14393,24.0
14394,23.0
14395,21.5
14396,20.0
14397,20.0
14398,20.0
14399,20.0
14400,20.0
14401,20.0
14402,20.0
14403,77.5
14404,70.0
14405,72.5
14406,75.0
14407,80.0
14408,85.0
14409,82.5
14410,80.0
14411,75.0
14412,70.0
14413,72.5
14414,75.0
14415,85.0
14416,95.0
14417,102.5
14418,110.0
14419,110.0
14420,110.0
14421,107.5
14422,105.0
14423,105.0
14424,105.0
14425,107.5
14426,110.0
14427,112.5
14428,115.0
14429,115.0
14430,115.0
14431,115.0
14432,115.0
14433,117.5
14434,120.0
14435,127.5
14436,135.0
14437,135.0
14438,135.0
14439,135.0
14440,135.0
14441,130.0
14442,125.0
14443,120.0
14444,115.0
14445,102.5
14446,90.0
14447,80.0
14448,70.0
14449,70.0
14450,70.0
14451,70.0
14452,70.0
14453,75.0
14454,80.0
14455,82.5
14456,85.0
14457,85.0
14458,85.0
14459,85.0
14460,85.0
14461,79.0
14462,73.0
14463,66.5
14464,60.0
14465,60.0
14466,60.0
14467,65.0
14468,70.0
14469,80.0
14470,90.0
14471,90.0
14472,90.0
14473,87.5
14474,85.0
14475,77.5
14476,70.0
14477,62.5
14478,55.0
14479,48.5
14480,42.0
14481,38.5
14482,35.0
14483,32.5
14484,30.0
14485,27.5
14486,25.0
14487,25.0
14488,25.0
14489,24.0
14490,23.0
14491,22.5
14492,22.0
14493,22.0
14494,22.0
14495,21.0
14496,20.0
14497,20.0
14498,20.0
14499,20.0
14500,20.0
14501,20.0
14502,20.0
14503,20.0
14504,20.0
14505,20.0
14506,20.0
14507,20.0
14508,65.0
14509,70.0
14510,75.0
14511,80.0
14512,80.0
14513,80.0
14514,80.0
14515,80.0
14516,80.0
14517,80.0
14518,80.0
14519,80.0
14520,80.0
14521,80.0
14522,75.0
14523,70.0
14524,60.0
14525,50.0
14526,45.0
14527,40.0
14528,35.0
14529,35.0
14530,45.0
14531,45.0
14532,45.0
14533,45.0
14534,45.0
14535,35.0
14536,30.0
14537,30.0
14538,25.0
14539,20.0
14540,45.0
14541,47.5
14542,50.0
14543,50.0
14544,50.0
14545,50.0
14546,50.0
14547,50.0
14548,50.0
14549,47.5
14550,45.0
14551,62.5
14552,65.0
14553,70.0
14554,75.0
14555,80.0
14556,85.0
14557,90.0
14558,95.0
14559,97.5
14560,100.0
14561,105.0
14562,110.0
14563,110.0
14564,110.0
14565,110.0
14566,110.0
14567,110.0
14568,110.0
14569,110.0
14570,110.0
14571,110.0
14572,110.0
14573,100.0
14574,90.0
14575,85.0
14576,80.0
14577,75.0
14578,70.0
14579,65.0
14580,57.5
14581,50.0
14582,47.5
14583,45.0
14584,40.0
14585,35.0
14586,33.88889
14587,32.77778
14588,31.666666
14589,30.555555
14590,29.444445
14591,28.333334
14592,27.222221
14593,26.11111
14594,75.0
14595,80.0
14596,85.0
14597,90.0
14598,95.0
14599,100.0
14600,105.0
14601,112.5
14602,120.0
14603,117.5
14604,115.0
14605,112.5
14606,110.0
14607,110.0
14608,110.0
14609,110.0
14610,110.0
14611,110.0
14612,110.0
14613,107.5
14614,105.0
14615,102.5
14616,100.0
14617,97.5
14618,95.0
14619,92.5
14620,90.0
14621,87.5
14622,85.0
14623,80.0
14624,75.0
14625,72.5
14626,70.0
14627,65.0
14628,60.0
14629,57.5
14630,55.0
14631,50.0
14632,45.0
14633,40.0
14634,35.0
14635,32.5
14636,30.0
14637,30.0
14638,30.0
14639,30.0
14640,30.0
14641,30.0
14642,30.0
14643,30.0
14644,30.0
14645,27.5
14646,25.0
14647,25.0
14648,25.0
14649,55.0
14650,60.0
14651,62.5
14652,65.0
14653,67.5
14654,70.0
14655,72.5
14656,75.0
14657,77.5
14658,80.0
14659,82.5
14660,85.0
14661,85.0
14662,85.0
14663,85.0
14664,85.0
14665,82.5
14666,80.0
14667,75.0
14668,70.0
14669,67.5
14670,65.0
14671,62.5
14672,60.0
14673,57.5
14674,55.0
14675,52.5
14676,50.0
14677,47.5
14678,45.0
14679,45.0
14680,45.0
14681,45.0
14682,45.0
14683,45.0
14684,45.0
14685,45.0
14686,45.0
14687,42.5
14688,40.0
14689,37.5
14690,35.0
14691,35.0
14692,35.0
14693,35.0
14694,35.0
14695,35.0
14696,35.0
14697,35.0
14698,35.0
14699,35.0
14700,35.0
14701,35.0
14702,35.0
14703,37.5
14704,40.0
14705,40.0
14706,40.0
14707,40.0
14708,40.0
14709,40.0
14710,40.0
14711,40.0
14712,40.0
14713,40.0
14714,40.0
14715,40.0
14716,40.0
14717,40.0
14718,40.0
14719,37.5
14720,35.0
14721,35.0
14722,35.0
14723,35.0
14724,35.0
14725,35.0
14726,35.0
14727,35.0
14728,35.0
14729,35.0
14730,35.0
14731,35.0
14732,35.0
14733,35.0
14734,35.0
14735,35.0
14736,35.0
14737,32.5
14738,30.0
14739,70.0
14740,70.0
14741,72.5
14742,75.0
14743,77.5
14744,80.0
14745,82.5
14746,85.0
14747,87.5
14748,90.0
14749,90.0
14750,90.0
14751,90.0
14752,90.0
14753,92.5
14754,95.0
14755,97.5
14756,100.0
14757,102.5
14758,105.0
14759,102.5
14760,100.0
14761,97.5
14762,95.0
14763,92.5
14764,90.0
14765,87.5
14766,85.0
14767,82.5
14768,80.0
14769,77.5
14770,75.0
14771,72.5
14772,70.0
14773,67.5
14774,65.0
14775,65.0
14776,65.0
14777,62.5
14778,60.0
14779,60.0
14780,60.0
14781,57.5
14782,55.0
14783,55.0
14784,55.0
14785,55.0
14786,55.0
14787,52.5
14788,50.0
14789,50.0
14790,50.0
14791,50.0
14792,50.0
14793,52.5
14794,55.0
14795,55.0
14796,55.0
14797,55.0
14798,55.0
14799,55.0
14800,55.0
14801,55.0
14802,55.0
14803,52.5
14804,50.0
14805,50.0
14806,50.0
14807,50.0
14808,50.0
14809,50.0
14810,50.0
14811,47.5
14812,45.0
14813,42.5
14814,40.0
14815,37.5
14816,35.0
14817,32.5
14818,30.0
14819,30.0
14820,30.0
14821,30.0
14822,30.0
14823,30.0
14824,30.0
14825,30.0
14826,30.0
14827,27.5
14828,25.0
14829,25.0
14830,25.0
14831,25.0
14832,25.0
14833,22.5
14834,20.0
14835,20.0
14836,20.0
14837,46.0
14838,47.0
14839,48.5
14840,50.0
14841,47.5
14842,45.0
14843,41.5
14844,38.0
14845,35.0
14846,32.0
14847,32.0
14848,32.0
14849,32.0
14850,32.0
14851,32.0
14852,32.0
14853,32.0
14854,32.0
14855,31.0
14856,30.0
14857,60.0
14858,60.0
14859,60.0
14860,60.0
14861,57.5
14862,55.0
14863,55.0
14864,55.0
14865,55.0
14866,55.0
14867,55.0
14868,55.0
14869,57.5
14870,60.0
14871,60.0
14872,60.0
14873,60.0
14874,60.0
14875,60.0
14876,60.0
14877,60.0
14878,60.0
14879,57.5
14880,55.0
14881,55.0
14882,55.0
14883,55.0
14884,55.0
14885,52.5
14886,50.0
14887,47.5
14888,45.0
14889,42.5
14890,40.0
14891,37.5
14892,35.0
14893,35.0
14894,35.0
14895,32.5
14896,30.0
14897,30.0
14898,30.0
14899,30.0
14900,30.0
14901,30.0
14902,30.0
14903,27.5
14904,25.0
14905,25.0
14906,25.0
14907,25.0
14908,25.0
14909,70.0
14910,72.5
14911,75.0
14912,82.5
14913,90.0
14914,97.5
14915,105.0
14916,110.0
14917,115.0
14918,112.5
14919,110.0
14920,105.0
14921,100.0
14922,92.5
14923,85.0
14924,80.0
14925,75.0
14926,70.0
14927,65.0
14928,60.0
14929,55.0
14930,50.0
14931,45.0
14932,40.0
14933,35.0
14934,32.5
14935,30.0
14936,30.0
14937,30.0
14938,30.0
14939,30.0
14940,27.5
14941,25.0
14942,25.0
14943,25.0
14944,25.0
14945,25.0
14946,22.5
14947,20.0
14948,20.0
14949,20.0
14950,20.0
14951,20.0
14952,20.0
14953,20.0
14954,20.0
14955,20.0
14956,55.0
14957,55.0
14958,55.0
14959,55.0
14960,55.0
14961,55.0
14962,55.0
14963,55.0
14964,55.0
14965,55.0
14966,57.5
14967,60.0
14968,60.0
14969,60.0
14970,57.5
14971,55.0
14972,52.5
14973,50.0
14974,47.5
14975,45.0
14976,47.5
14977,50.0
14978,52.5
14979,55.0
14980,60.0
14981,65.0
14982,67.5
14983,70.0
14984,72.5
14985,75.0
14986,75.0
14987,75.0
14988,67.5
14989,60.0
14990,57.5
14991,55.0
14992,50.0
14993,45.0
14994,40.0
14995,35.0
14996,32.5
14997,30.0
14998,27.5
14999,25.0
15000,25.0
15001,25.0
15002,25.0
15003,25.0
15004,22.5
15005,20.0
15006,20.0
15007,20.0
15008,20.0
15009,20.0
15010,20.0
15011,20.0
15012,20.0
15013,20.0
15014,20.0
15015,20.0
15016,40.0
15017,40.0
15018,40.0
15019,40.0
15020,40.0
15021,40.0
15022,40.0
15023,45.0
15024,50.0
15025,55.0
15026,50.0
15027,45.0
15028,40.0
15029,35.0
15030,35.0
15031,35.0
15032,35.0
15033,35.0
15034,35.0
15035,35.0
15036,60.0
15037,60.0
15038,57.5
15039,55.0
15040,55.0
15041,55.0
15042,55.0
15043,55.0
15044,55.0
15045,55.0
15046,52.5
15047,50.0
15048,47.5
15049,45.0
15050,40.0
15051,35.0
15052,34.285713
15053,33.57143
15054,32.857143
15055,32.142857
15056,31.428572
15057,30.714285
15058,42.5
15059,40.0
15060,37.5
15061,35.0
15062,35.0
15063,35.0
15064,35.0
15065,35.0
15066,35.0
15067,35.0
15068,35.0
15069,35.0
15070,35.0
15071,35.0
15072,32.5
15073,30.0
15074,30.0
15075,30.0
15076,30.0
15077,30.0
15078,27.5
15079,25.0
15080,25.0
15081,25.0
15082,25.0
15083,25.0
15084,25.0
15085,25.0
15086,25.0
15087,25.0
15088,25.0
15089,25.0
15090,25.0
15091,25.0
15092,25.0
15093,25.0
15094,72.5
15095,75.0
15096,75.0
15097,67.5
15098,60.0
15099,50.0
15100,40.0
15101,37.5
15102,35.0
15103,35.0
15104,35.0
15105,37.5
15106,40.0
15107,45.0
15108,50.0
15109,50.0
15110,50.0
15111,50.0
15112,47.5
15113,45.0
15114,35.0
15115,25.0
15116,45.0
15117,45.0
15118,45.0
15119,45.0
15120,47.5
15121,50.0
15122,50.0
15123,50.0
15124,47.5
15125,45.0
15126,45.0
15127,45.0
15128,45.0
15129,45.0
15130,42.5
15131,40.0
15132,40.0
15133,40.0
15134,37.5
15135,35.0
15136,35.0
15137,35.0
15138,35.0
15139,35.0
15140,32.5
15141,30.0
15142,30.0
15143,30.0
15144,27.5
15145,25.0
15146,25.0
15147,25.0
15148,25.0
15149,25.0
15150,25.0
15151,25.0
15152,25.0
15153,25.0
15154,25.0
15155,25.0
15156,25.0
15157,25.0
15158,25.0
15159,25.0
15160,25.0
15161,25.0
15162,25.0
15163,25.0
15164,55.0
15165,55.0
15166,55.0
15167,57.5
15168,60.0
15169,60.0
15170,60.0
15171,60.0
15172,60.0
15173,60.0
15174,60.0
15175,60.0
15176,60.0
15177,57.5
15178,55.0
15179,55.0
15180,55.0
15181,55.0
15182,55.0
15183,52.5
15184,50.0
15185,50.0
15186,50.0
15187,50.0
15188,50.0
15189,50.0
15190,50.0
15191,50.0
15192,50.0
15193,47.5
15194,45.0
15195,44.130436
15196,43.260868
15197,42.391304
15198,41.52174
15199,40.652172
15200,39.782608
15201,38.913044
15202,38.04348
15203,37.173912
15204,36.304348
15205,35.434784
15206,34.565216
15207,33.695652
15208,32.826088
15209,31.956522
15210,31.086956
15211,30.217392
15212,29.347826
15213,28.47826
15214,27.608696
15215,26.73913
15216,25.869566
15217,45.0
15218,45.0
15219,45.0
15220,45.0
15221,45.0
15222,45.0
15223,45.0
15224,45.0
15225,45.0
15226,45.0
15227,42.5
15228,40.0
15229,40.0
15230,40.0
15231,40.0
15232,40.0
15233,40.0
15234,40.0
15235,42.5
15236,45.0
15237,45.0
15238,45.0
15239,45.0
15240,45.0
15241,45.0
15242,45.0
15243,45.0
15244,45.0
15245,42.5
15246,40.0
15247,40.0
15248,40.0
15249,40.0
15250,40.0
15251,38.92857
15252,37.857143
15253,36.785713
15254,35.714287
15255,34.642857
15256,33.57143
15257,32.5
15258,31.428572
15259,30.357143
15260,29.285715
15261,28.214285
15262,27.142857
15263,26.071428
15264,45.0
15265,45.0
15266,45.0
15267,47.5
15268,50.0
15269,50.0
15270,50.0
15271,50.0
15272,50.0
15273,50.0
15274,50.0
15275,52.5
15276,55.0
15277,55.0
15278,55.0
15279,55.0
15280,55.0
15281,55.0
15282,54.35484
15283,53.70968
15284,53.064518
15285,52.419353
15286,51.774193
15287,51.129032
15288,50.48387
15289,49.83871
15290,49.19355
15291,48.548386
15292,38.225807
15293,37.580647
15294,36.935482
15295,36.29032
15296,35.64516
15297,35.0
15298,35.0
15299,35.0
15300,35.0
15301,35.0
15302,35.0
15303,35.0
15304,37.5
15305,40.0
15306,40.0
15307,40.0
15308,40.0
15309,40.0
15310,37.857143
15311,35.714287
15312,33.57143
15313,31.428572
15314,29.285715
15315,27.142857
15316,37.5
15317,35.0
15318,37.5
15319,40.0
15320,42.5
15321,45.0
15322,45.0
15323,45.0
15324,45.0
15325,45.0
15326,45.0
15327,45.0
15328,42.5
15329,40.0
15330,37.5
15331,35.0
15332,32.5
15333,30.0
15334,30.0
15335,30.0
15336,30.0
15337,30.0
15338,27.5
15339,25.0
15340,25.0
15341,25.0
15342,25.0
15343,25.0
15344,25.0
15345,25.0
15346,22.5
15347,20.0
15348,20.0
15349,20.0
15350,20.0
15351,20.0
15352,20.0
15353,20.0
15354,20.0
15355,20.0
15356,20.0
15357,20.0
15358,42.5
15359,40.0
15360,40.0
15361,40.0
15362,40.0
15363,40.0
15364,40.0
15365,40.0
15366,42.5
15367,45.0
15368,45.0
15369,45.0
15370,45.0
15371,45.0
15372,42.5
15373,40.0
15374,37.5
15375,35.0
15376,35.0
15377,35.0
15378,35.0
15379,35.0
15380,32.5
15381,30.0
15382,30.0
15383,30.0
15384,30.0
15385,30.0
15386,30.0
15387,30.0
15388,27.5
15389,25.0
15390,22.5
15391,20.0
15392,20.0
15393,20.0
15394,20.0
15395,20.0
15396,20.0
15397,20.0
15398,50.0
15399,50.0
15400,50.0
15401,52.5
15402,55.0
15403,55.0
15404,65.0
15405,65.0
15406,65.0
15407,65.0
15408,60.0
15409,55.0
15410,55.0
15411,55.0
15412,50.0
15413,50.0
15414,50.0
15415,50.0
15416,40.0
15417,30.0
15418,55.0
15419,57.5
15420,60.0
15421,65.0
15422,70.0
15423,72.5
15424,75.0
15425,77.5
15426,80.0
15427,80.0
15428,80.0
15429,82.5
15430,85.0
15431,85.0
15432,85.0
15433,85.0
15434,85.0
15435,85.0
15436,85.0
15437,85.0
15438,85.0
15439,85.0
15440,85.0
15441,85.0
15442,85.0
15443,82.5
15444,80.0
15445,80.0
15446,80.0
15447,82.5
15448,85.0
15449,85.0
15450,85.0
15451,85.0
15452,85.0
15453,85.0
15454,85.0
15455,85.0
15456,85.0
15457,87.5
15458,90.0
15459,90.0
15460,90.0
15461,90.0
15462,90.0
15463,87.5
15464,85.0
15465,82.5
15466,80.0
15467,77.5
15468,75.0
15469,72.5
15470,70.0
15471,70.0
15472,65.0
15473,65.0
15474,65.0
15475,65.0
15476,60.0
15477,60.0
15478,58.333332
15479,56.666668
15480,35.0
15481,35.0
15482,35.0
15483,35.0
15484,35.0
15485,35.0
15486,35.0
15487,35.0
15488,35.0
15489,35.0
15490,35.0
15491,32.857143
15492,30.714285
15493,28.571428
15494,26.428572
15495,24.285715
15496,22.142857
15497,65.0
15498,65.0
15499,65.0
15500,65.0
15501,65.0
15502,65.0
15503,62.5
15504,60.0
15505,57.5
15506,55.0
15507,55.0
15508,55.0
15509,55.0
15510,55.0
15511,55.0
15512,55.0
15513,55.0
15514,55.0
15515,55.0
15516,55.0
15517,55.0
15518,55.0
15519,57.5
15520,60.0
15521,62.5
15522,65.0
15523,70.0
15524,75.0
15525,77.5
15526,80.0
15527,85.0
15528,90.0
15529,95.0
15530,100.0
15531,102.5
15532,105.0
15533,102.5
15534,100.0
15535,97.5
15536,95.0
15537,92.5
15538,90.0
15539,87.5
15540,85.0
15541,85.0
15542,85.0
15543,85.0
15544,85.0
15545,90.0
15546,95.0
15547,100.0
15548,105.0
15549,105.0
15550,105.0
15551,102.5
15552,100.0
15553,97.5
15554,95.0
15555,92.5
15556,90.0
15557,87.5
15558,85.0
15559,82.5
15560,80.0
15561,77.5
15562,75.0
15563,72.5
15564,70.0
15565,67.5
15566,65.0
15567,62.5
15568,60.0
15569,52.5
15570,45.0
15571,40.0
15572,35.0
15573,32.5
15574,30.0
15575,27.5
15576,25.0
15577,70.0
15578,75.0
15579,80.0
15580,85.0
15581,90.0
15582,95.0
15583,92.5
15584,90.0
15585,87.5
15586,85.0
15587,80.0
15588,75.0
15589,75.0
15590,75.0
15591,77.5
15592,80.0
15593,87.5
15594,95.0
15595,100.0
15596,105.0
15597,110.0
15598,115.0
15599,115.0
15600,115.0
15601,112.5
15602,110.0
15603,107.5
15604,105.0
15605,105.0
15606,105.0
15607,112.5
15608,120.0
15609,122.5
15610,125.0
15611,122.5
15612,120.0
15613,117.5
15614,115.0
15615,110.0
15616,105.0
15617,100.0
15618,95.0
15619,92.5
15620,90.0
15621,95.0
15622,100.0
15623,105.0
15624,110.0
15625,105.0
15626,100.0
15627,97.5
15628,95.0
15629,92.5
15630,90.0
15631,87.5
15632,85.0
15633,82.5
15634,80.0
15635,77.5
15636,75.0
15637,72.5
15638,70.0
15639,67.5
15640,65.0
15641,60.0
15642,55.0
15643,52.5
15644,50.0
15645,47.5
15646,45.0
15647,45.0
15648,45.0
15649,47.5
15650,50.0
15651,50.0
15652,50.0
15653,50.0
15654,50.0
15655,50.0
15656,50.0
15657,50.0
15658,50.0
15659,50.0
15660,50.0
15661,50.0
15662,50.0
15663,47.5
15664,45.0
15665,45.0
15666,45.0
15667,45.0
15668,45.0
15669,45.0
15670,45.0
15671,45.0
15672,45.0
15673,57.5
15674,60.0
15675,67.5
15676,75.0
15677,80.0
15678,85.0
15679,92.5
15680,100.0
15681,105.0
15682,110.0
15683,112.5
15684,115.0
15685,110.0
15686,105.0
15687,102.5
15688,100.0
15689,95.0
15690,90.0
15691,85.0
15692,80.0
15693,75.0
15694,70.0
15695,65.0
15696,60.0
15697,57.5
15698,55.0
15699,50.0
15700,45.0
15701,45.0
15702,45.0
15703,42.5
15704,40.0
15705,37.5
15706,35.0
15707,32.5
15708,30.0
15709,30.0
15710,30.0
15711,27.5
15712,25.0
15713,25.0
15714,25.0
15715,25.0
15716,25.0
15717,25.0
15718,25.0
15719,25.0
15720,25.0
15721,70.0
15722,70.0
15723,65.0
15724,60.0
15725,55.0
15726,50.0
15727,50.0
15728,50.0
15729,50.0
15730,50.0
15731,52.5
15732,55.0
15733,57.5
15734,60.0
15735,60.0
15736,60.0
15737,60.0
15738,60.0
15739,60.0
15740,60.0
15741,60.0
15742,60.0
15743,60.0
15744,60.0
15745,60.0
15746,60.0
15747,60.0
15748,60.0
15749,57.5
15750,55.0
15751,55.0
15752,55.0
15753,55.0
15754,55.0
15755,52.5
15756,50.0
15757,47.5
15758,45.0
15759,42.5
15760,40.0
15761,37.5
15762,35.0
15763,35.0
15764,35.0
15765,32.5
15766,30.0
15767,30.0
15768,30.0
15769,27.5
15770,25.0
15771,25.0
15772,25.0
15773,25.0
15774,25.0
15775,22.5
15776,20.0
15777,70.0
15778,70.0
15779,70.0
15780,65.0
15781,65.0
15782,60.0
15783,60.0
15784,55.0
15785,55.0
15786,50.0
15787,50.0
15788,45.0
15789,45.0
15790,40.0
15791,35.0
15792,35.0
15793,34.375
15794,33.75
15795,33.125
15796,32.5
15797,31.875
15798,31.25
15799,30.625
15800,75.0
15801,72.5
15802,70.0
15803,67.5
15804,65.0
15805,62.5
15806,60.0
15807,55.0
15808,47.5
15809,40.0
15810,35.0
15811,30.0
15812,25.0
15813,20.0
15814,17.5
15815,15.0
15816,40.0
15817,45.0
15818,50.0
15819,55.0
15820,60.0
15821,65.0
15822,72.5
15823,80.0
15824,82.5
15825,85.0
15826,90.0
15827,95.0
15828,97.5
15829,100.0
15830,102.5
15831,105.0
15832,105.0
15833,105.0
15834,110.0
15835,115.0
15836,115.0
15837,115.0
15838,117.5
15839,120.0
15840,117.5
15841,115.0
15842,110.0
15843,105.0
15844,97.5
15845,90.0
15846,87.5
15847,85.0
15848,77.5
15849,70.0
15850,62.5
15851,55.0
15852,50.0
15853,45.0
15854,44.82143
15855,44.642857
15856,44.464287
15857,44.285713
15858,44.107143
15859,43.92857
15860,43.75
15861,43.57143
15862,43.392857
15863,43.214287
15864,43.035713
15865,42.857143
15866,42.67857
15867,42.5
15868,42.32143
15869,42.142857
15870,41.964287
15871,41.785713
15872,38.92857
15873,38.75
15874,38.57143
15875,38.392857
15876,38.214287
15877,38.035713
15878,37.857143
15879,37.67857
15880,37.5
15881,37.32143
15882,92.5
15883,90.0
15884,87.5
15885,85.0
15886,82.5
15887,80.0
15888,77.5
15889,75.0
15890,72.5
15891,70.0
15892,70.0
15893,70.0
15894,67.5
15895,65.0
15896,62.5
15897,60.0
15898,60.0
15899,60.0
15900,65.0
15901,70.0
15902,67.5
15903,65.0
15904,60.0
15905,55.0
15906,50.0
15907,45.0
15908,42.5
15909,40.0
15910,37.5
15911,35.0
15912,32.5
15913,30.0
15914,30.0
15915,30.0
15916,70.0
15917,70.0
15918,70.0
15919,70.0
15920,70.0
15921,70.0
15922,75.0
15923,80.0
15924,82.5
15925,85.0
15926,85.0
15927,85.0
15928,85.0
15929,85.0
15930,85.0
15931,85.0
15932,85.0
15933,85.0
15934,85.0
15935,95.0
15936,95.0
15937,95.0
15938,95.0
15939,90.0
15940,90.0
15941,80.0
15942,80.0
15943,80.0
15944,80.0
15945,80.0
15946,80.0
15947,80.0
15948,82.5
15949,85.0
15950,90.0
15951,95.0
15952,95.0
15953,95.0
15954,95.0
15955,95.0
15956,95.0
15957,80.0
15958,75.0
15959,75.0
15960,75.0
15961,70.0
15962,70.0
15963,65.0
15964,55.0
15965,50.0
15966,45.0
15967,45.0
15968,40.0
15969,45.0
15970,45.0
15971,45.0
15972,45.0
15973,45.0
15974,45.0
15975,45.0
15976,45.0
15977,45.0
15978,45.0
15979,45.0
15980,45.0
15981,45.0
15982,45.0
15983,45.0
15984,45.0
15985,45.0
15986,45.0
15987,47.5
15988,50.0
15989,52.5
15990,55.0
15991,55.0
15992,55.0
15993,55.0
15994,55.0
15995,40.0
15996,40.0
15997,40.0
15998,40.0
15999,40.0
16000,40.0
16001,37.5
16002,35.0
16003,35.0
16004,35.0
16005,35.0
16006,35.0
16007,35.0
16008,35.0
16009,35.0
16010,35.0
16011,35.0
16012,35.0
16013,35.0
16014,35.0
16015,35.0
16016,35.0
16017,35.0
16018,35.0
16019,35.0
16020,35.0
16021,35.0
16022,35.0
16023,35.0
16024,35.0
16025,35.0
16026,35.0
16027,32.5
16028,30.0
16029,30.0
16030,30.0
16031,30.0
16032,30.0
16033,30.0
16034,30.0
16035,30.0
16036,30.0
16037,30.0
16038,30.0
16039,32.5
16040,35.0
16041,37.5
16042,40.0
16043,45.0
16044,50.0
16045,50.0
16046,50.0
16047,52.5
16048,55.0
16049,55.0
16050,55.0
16051,55.0
16052,55.0
16053,55.0
16054,55.0
16055,55.0
16056,55.0
16057,55.0
16058,55.0
16059,57.5
16060,60.0
16061,60.0
16062,60.0
16063,60.0
16064,60.0
16065,57.5
16066,55.0
16067,40.0
16068,40.0
16069,40.0
16070,40.0
16071,40.0
16072,40.0
16073,40.0
16074,40.0
16075,40.0
16076,40.0
16077,40.0
16078,40.0
16079,35.0
16080,30.0
16081,30.0
16082,30.0
16083,30.0
16084,30.0
16085,30.0
16086,30.0
16087,30.0
16088,30.0
16089,27.5
16090,25.0
16091,25.0
16092,25.0
16093,25.0
16094,25.0
16095,27.5
16096,30.0
16097,30.0
16098,30.0
16099,30.0
16100,30.0
16101,30.0
16102,30.0
16103,30.0
16104,30.0
16105,30.0
16106,30.0
16107,27.5
16108,25.0
16109,25.0
16110,25.0
16111,25.0
16112,25.0
16113,22.5
16114,20.0
16115,62.5
16116,55.0
16117,50.0
16118,45.0
16119,40.0
16120,35.0
16121,32.5
16122,30.0
16123,27.5
16124,25.0
16125,22.5
16126,20.0
16127,42.5
16128,45.0
16129,45.0
16130,45.0
16131,42.5
16132,40.0
16133,37.5
16134,35.0
16135,35.0
16136,35.0
16137,35.0
16138,35.0
16139,35.0
16140,35.0
16141,37.5
16142,40.0
16143,40.0
