,WMO_WIND_IN_24H
16144,40.0
16145,37.5
16146,35.0
16147,32.5
16148,30.0
16149,30.0
16150,30.0
16151,30.0
16152,30.0
16153,32.5
16154,35.0
16155,37.5
16156,40.0
16157,40.0
16158,40.0
16159,40.0
16160,40.0
16161,37.5
16162,40.0
16163,42.5
16164,45.0
16165,50.0
16166,55.0
16167,60.0
16168,65.0
16169,65.0
16170,65.0
16171,65.0
16172,65.0
16173,65.0
16174,65.0
16175,65.0
16176,65.0
16177,65.0
16178,65.0
16179,67.5
16180,70.0
16181,70.0
16182,70.0
16183,70.0
16184,80.0
16185,80.0
16186,85.0
16187,85.0
16188,80.0
16189,75.0
16190,65.0
16191,60.0
16192,55.0
16193,50.0
16194,45.0
16195,40.0
16196,35.0
16197,35.0
16198,35.0
16199,35.0
16200,35.0
16201,35.0
16202,35.0
16203,35.0
16204,35.0
16205,35.0
16206,35.0
16207,35.0
16208,35.0
16209,35.0
16210,35.0
16211,35.0
16212,35.0
16213,35.0
16214,35.0
16215,35.0
16216,35.0
16217,35.0
16218,35.0
16219,35.0
16220,35.0
16221,35.0
16222,35.0
16223,35.0
16224,35.0
16225,35.0
16226,35.0
16227,35.0
16228,35.0
16229,35.0
16230,35.0
16231,35.0
16232,35.0
16233,35.0
16234,40.0
16235,45.0
16236,47.5
16237,50.0
16238,50.0
16239,50.0
16240,50.0
16241,50.0
16242,52.5
16243,55.0
16244,55.0
16245,55.0
16246,57.5
16247,60.0
16248,65.0
16249,70.0
16250,75.0
16251,80.0
16252,87.5
16253,95.0
16254,95.0
16255,95.0
16256,95.0
16257,95.0
16258,95.0
16259,95.0
16260,95.0
16261,100.0
16262,100.0
16263,110.0
16264,115.0
16265,115.0
16266,115.0
16267,110.0
16268,100.0
16269,95.0
16270,95.0
16271,85.0
16272,80.0
16273,80.0
16274,75.0
16275,70.0
16276,70.0
16277,65.0
16278,55.0
16279,50.0
16280,45.0
16281,44.0
16282,43.0
16283,42.0
16284,41.0
16285,40.0
16286,39.0
16287,38.0
16288,37.0
16289,36.0
16290,35.0
16291,34.0
16292,33.0
16293,32.0
16294,31.0
16295,30.0
16296,29.0
16297,28.0
16298,27.0
16299,26.0
16300,52.5
16301,50.0
16302,47.5
16303,45.0
16304,42.5
16305,40.0
16306,37.5
16307,35.0
16308,32.5
16309,30.0
16310,30.0
16311,30.0
16312,30.0
16313,30.0
16314,30.0
16315,30.0
16316,27.5
16317,25.0
16318,25.0
16319,25.0
16320,25.0
16321,25.0
16322,25.0
16323,25.0
16324,25.0
16325,25.0
16326,25.0
16327,25.0
16328,25.0
16329,25.0
16330,25.0
16331,25.0
16332,37.5
16333,35.0
16334,35.0
16335,35.0
16336,35.0
16337,35.0
16338,35.0
16339,35.0
16340,32.5
16341,30.0
16342,27.5
16343,25.0
16344,25.0
16345,25.0
16346,22.5
16347,20.0
16348,17.5
16349,15.0
16350,15.0
16351,15.0
16352,15.0
16353,15.0
16354,15.0
16355,15.0
16356,92.5
16357,100.0
16358,110.0
16359,120.0
16360,132.5
16361,145.0
16362,142.5
16363,140.0
16364,137.5
16365,135.0
16366,132.5
16367,130.0
16368,130.0
16369,130.0
16370,127.5
16371,125.0
16372,127.5
16373,130.0
16374,132.5
16375,135.0
16376,132.5
16377,130.0
16378,127.5
16379,125.0
16380,125.0
16381,125.0
16382,125.0
16383,125.0
16384,127.5
16385,130.0
16386,130.0
16387,130.0
16388,130.0
16389,130.0
16390,125.0
16391,122.5
16392,120.0
16393,117.5
16394,115.0
16395,112.5
16396,110.0
16397,107.5
16398,105.0
16399,105.0
16400,105.0
16401,105.0
16402,105.0
16403,107.5
16404,110.0
16405,115.0
16406,120.0
16407,120.0
16408,120.0
16409,117.5
16410,115.0
16411,112.5
16412,110.0
16413,107.5
16414,105.0
16415,102.5
16416,100.0
16417,97.5
16418,95.0
16419,90.0
16420,85.0
16421,85.0
16422,80.0
16423,75.0
16424,70.0
16425,70.0
16426,70.0
16427,70.0
16428,70.0
16429,67.5
16430,65.0
16431,62.5
16432,60.0
16433,57.5
16434,55.0
16435,47.0
16436,47.0
16437,46.0
16438,45.0
16439,45.0
16440,45.0
16441,46.0
16442,47.0
16443,48.5
16444,50.0
16445,52.5
16446,55.0
16447,50.0
16448,45.0
16449,42.5
16450,40.0
16451,37.5
16452,35.0
16453,33.5
16454,32.0
16455,35.0
16456,35.0
16457,35.0
16458,37.5
16459,40.0
16460,42.5
16461,45.0
16462,50.0
16463,55.0
16464,60.0
16465,65.0
16466,72.5
16467,80.0
16468,85.0
16469,90.0
16470,92.5
16471,95.0
16472,92.5
16473,90.0
16474,90.0
16475,90.0
16476,92.5
16477,95.0
16478,97.5
16479,100.0
16480,100.0
16481,100.0
16482,95.0
16483,90.0
16484,87.5
16485,85.0
16486,80.0
16487,75.0
16488,70.0
16489,65.0
16490,60.714287
16491,56.42857
16492,52.142857
16493,47.857143
16494,43.57143
16495,39.285713
16496,52.5
16497,55.0
16498,57.5
16499,60.0
16500,67.5
16501,75.0
16502,82.5
16503,90.0
16504,82.5
16505,75.0
16506,67.5
16507,60.0
16508,57.5
16509,55.0
16510,52.5
16511,50.0
16512,45.0
16513,40.0
16514,40.0
16515,40.0
16516,42.5
16517,45.0
16518,45.0
16519,45.0
16520,50.0
16521,55.0
16522,55.0
16523,55.0
16524,55.0
16525,55.0
16526,52.5
16527,50.0
16528,50.0
16529,50.0
16530,50.0
16531,50.0
16532,50.0
16533,50.0
16534,50.0
16535,50.0
16536,50.0
16537,50.0
16538,55.0
16539,60.0
16540,65.0
16541,70.0
16542,72.5
16543,75.0
16544,80.0
16545,85.0
16546,90.0
16547,95.0
16548,100.0
16549,105.0
16550,110.0
16551,115.0
16552,117.5
16553,120.0
16554,115.0
16555,110.0
16556,105.0
16557,95.0
16558,90.0
16559,85.0
16560,80.0
16561,75.0
16562,72.5
16563,70.0
16564,67.5
16565,65.0
16566,65.0
16567,65.0
16568,70.0
16569,75.0
16570,75.0
16571,75.0
16572,75.0
16573,75.0
16574,75.0
16575,75.0
16576,72.5
16577,70.0
16578,70.0
16579,70.0
16580,67.5
16581,65.0
16582,65.0
16583,65.0
16584,65.0
16585,65.0
16586,65.0
16587,65.0
16588,65.0
16589,65.0
16590,62.5
16591,60.0
16592,57.5
16593,55.0
16594,55.0
16595,55.0
16596,52.5
16597,50.0
16598,50.0
16599,50.0
16600,50.0
16601,37.5
16602,40.0
16603,40.0
16604,40.0
16605,40.0
16606,40.0
16607,45.0
16608,50.0
16609,52.5
16610,55.0
16611,57.5
16612,60.0
16613,57.5
16614,55.0
16615,52.5
16616,50.0
16617,47.5
16618,45.0
16619,42.5
16620,40.0
16621,40.0
16622,40.0
16623,40.0
16624,40.0
16625,37.5
16626,35.0
16627,35.0
16628,35.0
16629,35.0
16630,35.0
16631,35.0
16632,35.0
16633,35.0
16634,35.0
16635,35.0
16636,35.0
16637,35.0
16638,35.0
16639,35.0
16640,35.0
16641,35.0
16642,35.0
16643,35.0
16644,35.0
16645,35.0
16646,35.0
16647,35.0
16648,35.0
16649,35.0
16650,35.0
16651,35.0
16652,35.0
16653,35.0
16654,35.0
16655,35.0
16656,35.0
16657,35.0
16658,35.0
16659,35.0
16660,35.0
16661,35.0
16662,35.0
16663,35.0
16664,35.0
16665,35.0
16666,35.0
16667,55.0
16668,55.0
16669,60.0
16670,65.0
16671,72.5
16672,80.0
16673,82.5
16674,85.0
16675,90.0
16676,95.0
16677,85.0
16678,75.0
16679,72.5
16680,70.0
16681,67.5
16682,65.0
16683,65.0
16684,65.0
16685,62.5
16686,60.0
16687,60.0
16688,60.0
16689,60.0
16690,60.0
16691,60.0
16692,60.0
16693,60.0
16694,60.0
16695,57.5
16696,55.0
16697,50.0
16698,45.0
16699,42.5
16700,40.0
16701,37.5
16702,35.0
16703,35.0
16704,35.0
16705,35.0
16706,35.0
16707,35.0
16708,35.0
16709,35.0
16710,35.0
16711,35.0
16712,35.0
16713,60.0
16714,65.0
16715,67.5
16716,70.0
16717,75.0
16718,80.0
16719,82.5
16720,85.0
16721,87.5
16722,90.0
16723,92.5
16724,95.0
16725,97.5
16726,100.0
16727,100.0
16728,100.0
16729,102.5
16730,105.0
16731,107.5
16732,110.0
16733,112.5
16734,115.0
16735,115.0
16736,115.0
16737,115.0
16738,115.0
16739,107.5
16740,100.0
16741,95.0
16742,90.0
16743,85.0
16744,80.0
16745,77.5
16746,75.0
16747,72.5
16748,70.0
16749,70.0
16750,70.0
16751,65.0
16752,60.0
16753,52.5
16754,45.0
16755,40.0
16756,35.0
16757,34.74359
16758,34.48718
16759,34.23077
16760,33.974358
16761,33.71795
16762,33.46154
16763,33.205128
16764,32.94872
16765,32.692307
16766,32.435898
16767,32.179485
16768,31.923077
16769,31.666666
16770,31.410257
16771,31.153847
16772,30.897436
16773,30.641026
16774,30.384615
16775,30.128204
16776,29.871796
16777,29.615385
16778,29.358974
16779,29.102564
16780,28.846153
16781,28.589743
16782,28.333334
16783,28.076923
16784,27.820513
16785,27.564102
16786,27.307692
16787,27.051283
16788,26.794872
16789,26.538462
16790,26.282051
16791,26.02564
16792,25.76923
16793,25.512821
16794,25.25641
16795,100.0
16796,105.0
16797,110.0
16798,115.0
16799,122.5
16800,130.0
16801,130.0
16802,130.0
16803,127.5
16804,125.0
16805,117.5
16806,110.0
16807,102.5
16808,95.0
16809,87.5
16810,80.0
16811,72.5
16812,65.0
16813,60.0
16814,55.0
16815,47.5
16816,40.0
16817,37.5
16818,35.0
16819,32.5
16820,30.0
16821,27.5
16822,25.0
16823,22.5
16824,20.0
16825,20.0
16826,20.0
16827,17.5
16828,15.0
16829,15.0
16830,15.0
16831,15.0
16832,15.0
16833,15.0
16834,15.0
16835,60.0
16836,62.5
16837,65.0
16838,67.5
16839,70.0
16840,72.5
16841,75.0
16842,75.0
16843,75.0
16844,75.0
16845,75.0
16846,75.0
16847,75.0
16848,75.0
16849,75.0
16850,72.5
16851,70.0
16852,67.5
16853,65.0
16854,63.260868
16855,61.52174
16856,59.782608
16857,58.04348
16858,56.304348
16859,54.565216
16860,52.826088
16861,51.086956
16862,49.347828
16863,47.608696
16864,45.869564
16865,44.130436
16866,42.391304
16867,40.652172
16868,38.913044
16869,37.173912
16870,35.434784
16871,33.695652
16872,31.956522
16873,30.217392
16874,28.47826
16875,26.73913
16876,35.0
16877,35.0
16878,35.0
16879,35.0
16880,35.0
16881,35.0
16882,35.0
16883,35.0
16884,35.0
16885,35.0
16886,35.0
16887,35.0
16888,35.0
16889,35.0
16890,35.0
16891,35.0
16892,35.0
16893,35.0
16894,35.0
16895,35.0
16896,35.0
16897,35.0
16898,35.0
16899,35.0
16900,35.0
16901,35.0
16902,35.0
16903,60.0
16904,60.0
16905,60.0
16906,60.0
16907,62.5
16908,65.0
16909,72.5
16910,80.0
16911,85.0
16912,90.0
16913,95.0
16914,100.0
16915,100.0
16916,100.0
16917,95.0
16918,80.0
16919,65.0
16920,62.5
16921,60.0
16922,60.0
16923,57.5
16924,55.0
16925,52.5
16926,50.0
16927,47.5
16928,45.0
16929,42.5
16930,40.0
16931,35.0
16932,30.0
16933,45.0
16934,45.0
16935,45.0
16936,45.0
16937,45.0
16938,40.0
16939,35.0
16940,31.666666
16941,28.333334
16942,55.0
16943,55.0
16944,55.0
16945,55.0
16946,60.0
16947,65.0
16948,65.0
16949,65.0
16950,65.0
16951,70.0
16952,70.0
16953,70.0
16954,70.0
16955,70.0
16956,70.0
16957,70.0
16958,70.0
16959,70.0
16960,70.0
16961,70.0
16962,60.0
16963,50.0
16964,40.0
16965,30.0
16966,25.0
16967,20.0
16968,20.161291
16969,20.32258
16970,20.483871
16971,20.64516
16972,20.806452
16973,20.967741
16974,21.129032
16975,21.290323
16976,21.451612
16977,21.612904
16978,21.774193
16979,21.935484
16980,22.096775
16981,22.258064
16982,22.419355
16983,22.580645
16984,22.741936
16985,22.903225
16986,23.064516
16987,23.225807
16988,23.387096
16989,23.548388
16990,23.709677
16991,23.870968
16992,24.032259
16993,24.193548
16994,24.35484
16995,24.516129
16996,24.67742
16997,24.838709
16998,25.0
16999,25.0
17000,25.0
17001,25.0
17002,25.0
17003,25.0
17004,25.0
17005,25.0
17006,20.0
17007,19.705883
17008,19.411764
17009,19.117647
17010,18.82353
17011,18.529411
17012,18.235294
17013,17.941177
17014,17.647058
17015,17.352942
17016,40.0
17017,42.5
17018,45.0
17019,45.0
17020,45.0
17021,45.0
17022,45.0
17023,42.5
17024,40.0
17025,37.5
17026,35.0
17027,35.0
17028,35.0
17029,35.0
17030,35.0
17031,35.0
17032,35.0
17033,32.5
17034,30.0
17035,30.0
17036,30.0
17037,30.0
17038,30.0
17039,30.0
17040,30.0
17041,30.0
17042,30.0
17043,30.0
17044,30.0
17045,27.5
17046,25.0
17047,25.0
17048,25.0
17049,25.0
17050,25.0
17051,22.5
17052,20.0
17053,80.0
17054,82.5
17055,85.0
17056,90.0
17057,95.0
17058,100.0
17059,105.0
17060,105.0
17061,105.0
17062,105.0
17063,105.0
17064,105.0
17065,105.0
17066,102.5
17067,100.0
17068,100.0
17069,100.0
17070,92.5
17071,85.0
17072,85.0
17073,85.0
17074,77.5
17075,70.0
17076,70.0
17077,70.0
17078,67.5
17079,65.0
17080,62.5
17081,60.0
17082,55.0
17083,50.0
17084,45.0
17085,40.0
17086,39.829933
17087,39.659863
17088,39.489796
17089,39.31973
17090,39.14966
17091,38.97959
17092,38.809525
17093,38.639454
17094,35.918365
17095,35.7483
17096,35.57823
17097,35.408165
17098,35.238094
17099,35.068027
17100,34.89796
17101,34.72789
17102,34.557823
17103,34.387756
17104,34.217686
17105,34.04762
17106,33.877552
17107,33.70748
17108,33.537415
17109,33.367348
17110,33.197277
17111,33.02721
17112,32.857143
17113,32.687077
17114,32.517006
17115,32.34694
17116,32.176872
17117,32.0068
17118,31.836735
17119,31.666666
17120,31.4966
17121,31.32653
17122,31.156462
17123,30.986395
17124,30.816326
17125,30.64626
17126,30.47619
17127,30.306122
17128,30.136055
17129,29.965986
17130,29.795918
17131,29.62585
17132,29.455782
17133,29.285715
17134,29.115646
17135,28.945578
17136,28.77551
17137,28.605442
17138,28.435373
17139,28.265306
17140,28.095238
17141,27.92517
17142,27.755102
17143,27.585033
17144,27.414967
17145,27.244898
17146,27.07483
17147,26.904762
17148,55.0
17149,52.5
17150,50.0
17151,46.5
17152,43.0
17153,41.5
17154,40.0
17155,39.0
17156,38.0
17157,39.0
17158,40.0
17159,39.0
17160,38.0
17161,35.0
17162,32.0
17163,33.5
17164,35.0
17165,40.0
17166,45.0
17167,47.5
17168,50.0
17169,51.0
17170,52.0
17171,56.0
17172,60.0
17173,65.0
17174,70.0
17175,67.5
17176,65.0
17177,61.5
17178,58.0
17179,55.0
17180,52.0
17181,49.5
17182,47.0
17183,47.0
17184,47.0
17185,46.0
17186,45.0
17187,45.0
17188,45.0
17189,45.0
17190,45.0
17191,44.0
17192,43.0
17193,41.5
17194,40.0
17195,39.0
17196,38.0
17197,36.5
17198,35.0
17199,35.0
17200,35.0
17201,35.0
17202,35.0
17203,35.0
17204,35.0
17205,35.0
17206,35.0
17207,35.0
17208,35.0
17209,34.0
17210,33.0
17211,33.0
17212,33.0
17213,33.0
17214,33.0
17215,31.5
17216,30.0
17217,30.0
17218,30.0
17219,27.5
17220,25.0
17221,25.0
17222,25.0
17223,25.0
17224,25.0
17225,60.0
17226,60.0
17227,60.0
17228,62.5
17229,65.0
17230,70.0
17231,75.0
17232,60.0
17233,45.0
17234,40.0
17235,35.0
17236,30.0
17237,25.0
17238,22.5
17239,20.0
17240,19.285715
17241,18.571428
17242,17.857143
17243,17.142857
17244,16.428572
17245,15.714286
17246,65.0
17247,62.5
17248,60.0
17249,60.0
17250,60.0
17251,65.0
17252,70.0
17253,80.0
17254,90.0
17255,97.5
17256,105.0
17257,105.0
17258,105.0
17259,107.5
17260,110.0
17261,97.5
17262,85.0
17263,71.0
17264,57.0
17265,53.5
17266,50.0
17267,45.0
17268,40.0
17269,40.0
17270,40.0
17271,40.0
17272,40.0
17273,40.0
17274,40.0
17275,40.0
17276,40.0
17277,40.0
17278,40.0
17279,41.5
17280,43.0
17281,45.5
17282,48.0
17283,51.5
17284,55.0
17285,55.0
17286,55.0
17287,55.0
17288,55.0
17289,55.0
17290,55.0
17291,55.0
17292,55.0
17293,54.0
17294,53.0
17295,51.5
17296,50.0
17297,30.0
17298,30.0
17299,30.0
17300,30.0
17301,30.0
17302,30.0
17303,30.0
17304,31.5
17305,33.0
17306,34.0
17307,35.0
17308,35.0
17309,35.0
17310,35.0
17311,35.0
17312,35.0
17313,35.0
17314,35.0
17315,35.0
17316,35.0
17317,35.0
17318,34.0
17319,33.0
17320,33.0
17321,33.0
17322,32.5
17323,32.0
17324,31.0
17325,30.0
17326,29.0
17327,28.0
17328,26.5
17329,25.0
17330,25.0
17331,25.0
17332,27.5
17333,30.0
17334,31.5
17335,33.0
17336,33.0
17337,33.0
17338,34.0
17339,35.0
17340,36.5
17341,38.0
17342,40.0
17343,42.0
17344,42.5
17345,43.0
17346,43.0
17347,43.0
17348,41.5
17349,40.0
17350,40.0
17351,40.0
17352,39.0
17353,38.0
17354,36.5
17355,35.0
17356,42.5
17357,40.0
17358,40.0
17359,40.0
17360,40.0
17361,40.0
17362,40.0
17363,40.0
17364,40.0
17365,40.0
17366,40.0
17367,40.0
17368,37.5
17369,35.0
17370,35.0
17371,35.0
17372,32.5
17373,30.0
17374,30.0
17375,30.0
17376,30.0
17377,30.0
17378,30.0
17379,30.0
17380,30.0
17381,30.0
17382,30.0
17383,30.0
17384,30.0
17385,30.0
17386,30.0
17387,30.0
17388,30.0
17389,30.0
17390,27.5
17391,25.0
17392,25.0
17393,25.0
17394,25.0
17395,25.0
17396,25.0
17397,25.0
17398,23.0
17399,21.0
17400,19.0
17401,17.0
17402,55.0
17403,70.0
17404,80.0
17405,80.0
17406,85.0
17407,80.0
17408,85.0
17409,85.0
17410,85.0
17411,90.0
17412,90.0
17413,95.0
17414,95.0
17415,95.0
17416,95.0
17417,95.0
17418,95.0
17419,95.0
17420,95.0
17421,95.0
17422,95.0
17423,95.0
17424,95.0
17425,90.0
17426,105.0
17427,100.0
17428,80.0
17429,100.0
17430,95.0
17431,85.0
17432,70.0
17433,72.0
17434,66.0
17435,62.0
17436,60.0
17437,55.0
17438,50.0
17439,50.0
17440,45.0
17441,45.0
17442,40.0
17443,30.0
17444,35.0
17445,33.75
17446,32.5
17447,31.25
17448,30.0
17449,27.5
17450,25.0
17451,22.5
17452,20.0
17453,20.0
17454,20.0
17455,20.0
17456,20.0
17457,21.25
17458,22.5
17459,23.75
17460,25.0
17461,26.666666
17462,28.333334
17463,30.0
17464,31.666666
17465,33.333332
17466,35.0
17467,35.0
17468,35.0
17469,35.0
17470,35.0
17471,35.0
17472,32.5
17473,30.0
17474,30.0
17475,30.0
17476,30.0
17477,30.0
17478,27.5
17479,25.0
17480,22.5
17481,20.0
17482,110.0
17483,105.0
17484,100.0
17485,95.0
17486,90.0
17487,85.0
17488,80.0
17489,75.0
17490,72.5
17491,70.0
17492,65.0
17493,60.0
17494,57.5
17495,55.0
17496,52.5
17497,50.0
17498,45.0
17499,40.0
17500,35.0
17501,30.0
17502,27.5
17503,25.0
17504,25.0
17505,25.0
17506,25.0
17507,25.0
17508,25.0
17509,25.0
17510,25.0
17511,25.0
17512,25.0
17513,25.0
17514,80.0
17515,82.5
17516,85.0
17517,82.5
17518,80.0
17519,70.0
17520,60.0
17521,57.5
17522,55.0
17523,52.5
17524,50.0
17525,45.0
17526,40.0
17527,37.5
17528,35.0
17529,35.0
17530,35.0
17531,35.0
17532,35.0
17533,37.5
17534,40.0
17535,45.0
17536,50.0
17537,52.5
17538,55.0
17539,55.0
17540,55.0
17541,47.5
17542,40.0
17543,45.0
17544,50.0
17545,47.5
17546,45.0
17547,45.0
17548,45.0
17549,40.0
17550,35.0
17551,32.5
17552,30.0
17553,30.0
17554,30.0
17555,30.0
17556,30.0
17557,30.0
17558,30.0
17559,30.0
17560,30.0
17561,30.0
17562,30.0
17563,30.0
17564,30.0
17565,27.5
17566,25.0
17567,25.0
17568,25.0
17569,22.5
17570,20.0
17571,20.0
17572,20.0
17573,44.5
17574,45.2
17575,45.9
17576,46.6
17577,47.3
17578,48.0
17579,48.7
17580,49.4
17581,50.1
17582,50.8
17583,51.5
17584,52.2
17585,52.9
17586,53.6
17587,54.3
17588,37.5
17589,35.0
17590,35.0
17591,35.0
17592,32.5
17593,30.0
17594,30.0
17595,30.0
17596,30.0
17597,30.0
17598,30.0
17599,30.0
17600,30.0
17601,30.0
17602,30.0
17603,30.0
17604,32.5
17605,35.0
17606,35.0
17607,35.0
17608,37.5
17609,40.0
17610,42.5
17611,45.0
17612,45.0
17613,45.0
17614,45.0
17615,45.0
17616,42.5
17617,40.0
17618,40.0
17619,40.0
17620,40.0
17621,40.0
17622,37.5
17623,35.0
17624,32.5
17625,30.0
17626,60.0
17627,55.0
17628,52.5
17629,50.0
17630,42.5
17631,35.0
17632,35.0
17633,35.0
17634,32.857143
17635,30.714285
17636,28.571428
17637,26.428572
17638,24.285715
17639,22.142857
17640,75.0
17641,75.0
17642,77.5
17643,80.0
17644,80.0
17645,80.0
17646,80.0
17647,80.0
17648,80.0
17649,80.0
17650,82.5
17651,85.0
17652,85.0
17653,85.0
17654,85.0
17655,85.0
17656,85.0
17657,85.0
17658,90.0
17659,95.0
17660,100.0
17661,105.0
17662,107.5
17663,110.0
17664,110.0
17665,110.0
17666,105.0
17667,100.0
17668,95.0
17669,90.0
17670,82.5
17671,75.0
17672,65.0
17673,55.0
17674,50.0
17675,45.0
17676,42.5
17677,40.0
17678,37.5
17679,35.0
17680,34.761906
17681,34.52381
17682,34.285713
17683,34.04762
17684,33.809525
17685,33.57143
17686,50.0
17687,50.0
17688,50.0
17689,50.0
17690,50.0
17691,50.0
17692,52.5
17693,55.0
17694,55.0
17695,55.0
17696,57.5
17697,60.0
17698,60.0
17699,60.0
17700,60.0
17701,60.0
17702,60.0
17703,60.0
17704,60.0
17705,60.0
17706,60.0
17707,60.0
17708,57.5
17709,55.0
17710,45.0
17711,35.0
17712,32.5
17713,30.0
17714,30.0
17715,30.0
17716,30.0
17717,30.0
17718,30.0
17719,30.0
17720,30.0
17721,30.0
17722,42.5
17723,45.0
17724,45.0
17725,45.0
17726,45.0
17727,45.0
17728,45.0
17729,45.0
17730,45.0
17731,45.0
17732,45.0
17733,45.0
17734,45.0
17735,45.0
17736,45.0
17737,45.0
17738,42.5
17739,40.0
17740,40.0
17741,40.0
17742,40.0
17743,40.0
17744,40.0
17745,40.0
17746,45.0
17747,43.333332
17748,41.666668
17749,40.0
17750,38.333332
17751,36.666668
17752,35.0
17753,33.333332
17754,31.666666
17755,47.5
17756,45.0
17757,45.0
17758,45.0
17759,45.0
17760,45.0
17761,45.0
17762,42.5
17763,40.0
17764,37.5
17765,35.0
17766,32.5
17767,30.0
17768,30.0
17769,30.0
17770,30.0
17771,30.0
17772,27.5
17773,25.0
17774,25.0
17775,25.0
17776,25.0
17777,25.0
17778,80.0
17779,75.0
17780,70.0
17781,65.0
17782,60.0
17783,55.0
17784,50.0
17785,45.0
17786,40.0
17787,35.0
17788,32.5
17789,30.0
17790,27.5
17791,25.0
17792,25.0
17793,25.0
17794,22.5
17795,20.0
17796,20.0
17797,20.0
17798,20.0
17799,20.0
17800,17.5
17801,15.0
17802,15.0
17803,15.0
17804,15.0
17805,15.0
17806,15.0
17807,15.0
17808,15.0
17809,15.0
17810,55.0
17811,55.0
17812,50.0
17813,50.0
17814,50.0
17815,50.0
17816,50.0
17817,50.0
17818,50.0
17819,50.0
17820,49.032257
17821,48.064518
17822,47.096775
17823,46.129032
17824,45.16129
17825,44.19355
17826,43.225807
17827,42.258064
17828,41.29032
17829,40.322582
17830,39.35484
17831,38.387096
17832,37.419353
17833,36.451614
17834,35.48387
17835,34.51613
17836,33.548386
17837,32.580647
17838,31.612904
17839,30.64516
17840,29.67742
17841,28.709677
17842,27.741936
17843,26.774193
17844,25.806452
17845,24.838709
17846,23.870968
17847,22.903225
17848,21.935484
17849,20.967741
17850,97.5
17851,100.0
17852,95.0
17853,90.0
17854,87.5
17855,85.0
17856,80.0
17857,75.0
17858,72.5
17859,70.0
17860,65.0
17861,60.0
17862,57.5
17863,55.0
17864,52.5
17865,50.0
17866,47.5
17867,45.0
17868,42.5
17869,40.0
17870,37.5
17871,35.0
17872,32.5
17873,30.0
17874,30.0
17875,30.0
17876,30.0
17877,30.0
17878,27.5
17879,25.0
17880,25.0
17881,25.0
17882,22.5
17883,20.0
17884,20.0
17885,20.0
17886,20.0
17887,20.0
17888,102.5
17889,110.0
17890,117.5
17891,125.0
17892,125.0
17893,125.0
17894,122.5
17895,120.0
17896,117.5
17897,115.0
17898,115.0
17899,115.0
17900,115.0
17901,115.0
17902,115.0
17903,115.0
17904,115.0
17905,115.0
17906,112.5
17907,110.0
17908,110.0
17909,110.0
17910,107.5
17911,105.0
17912,102.5
17913,100.0
17914,97.5
17915,95.0
17916,92.5
17917,90.0
17918,90.0
17919,90.0
17920,90.0
17921,90.0
17922,87.5
17923,85.0
17924,82.5
17925,80.0
17926,77.5
17927,75.0
17928,72.5
17929,70.0
17930,67.5
17931,65.0
17932,62.5
17933,60.0
17934,57.5
17935,55.0
17936,50.0
17937,45.0
17938,45.0
17939,45.0
17940,45.0
17941,45.0
17942,42.5
17943,40.0
17944,37.5
17945,35.0
17946,35.0
17947,35.0
17948,35.0
17949,35.0
17950,35.0
17951,35.0
17952,32.5
17953,30.0
17954,30.0
17955,30.0
17956,37.5
17957,40.0
17958,42.5
17959,45.0
17960,47.5
17961,50.0
17962,50.0
17963,50.0
17964,47.5
17965,45.0
17966,45.0
17967,45.0
17968,45.0
17969,45.0
17970,45.0
17971,45.0
17972,45.0
17973,45.0
17974,45.0
17975,45.0
17976,45.0
17977,45.0
17978,45.0
17979,45.0
17980,45.0
17981,45.0
17982,45.0
17983,45.0
17984,45.0
17985,45.0
17986,42.5
17987,40.0
17988,40.0
17989,40.0
17990,40.0
17991,40.0
17992,40.0
17993,40.0
17994,40.0
17995,40.0
17996,37.5
17997,35.0
17998,35.0
17999,35.0
18000,32.5
18001,30.0
18002,30.0
18003,30.0
18004,27.5
18005,25.0
18006,25.0
18007,25.0
18008,25.0
18009,25.0
18010,25.0
18011,25.0
18012,40.0
18013,42.5
18014,45.0
18015,47.5
18016,50.0
18017,52.5
18018,55.0
18019,57.5
18020,60.0
18021,62.5
18022,65.0
18023,65.0
18024,65.0
18025,67.5
18026,70.0
18027,70.0
18028,70.0
18029,70.0
18030,70.0
18031,70.0
18032,70.0
18033,70.0
18034,70.0
18035,70.0
18036,70.0
18037,67.5
18038,65.0
18039,65.0
18040,65.0
18041,65.0
18042,65.0
18043,65.0
18044,65.0
18045,65.0
18046,65.0
18047,65.0
18048,65.0
18049,65.0
18050,65.0
18051,65.0
18052,65.0
18053,65.0
18054,65.0
18055,65.0
18056,65.0
18057,62.5
18058,60.0
18059,60.0
18060,60.0
18061,60.0
18062,60.0
18063,60.0
18064,60.0
18065,60.0
18066,60.0
18067,60.0
18068,60.0
18069,60.0
18070,60.0
18071,60.0
18072,60.0
18073,62.5
18074,65.0
18075,67.5
18076,70.0
18077,72.5
